3D capture:,3D:,Additional microphone(s):,Bluetooth:,Broadcast Mobile TV:,CDMA:,Charging:,Colors:,Data:,Dimensions with the dock:,Dimensions:,Display size:,Dock Features:,Dual SIM:,EU SAR:,External antenna:,Features:,Fifth camera:,Flash:,Fourth camera:,Front:,GSM:,HD Voice:,HDMI:,Headphones connector:,Hearing aid compatibility:,In The Box:,LTE (FDD):,LTE (TDD):,MSRP price:,Main camera:,Materials:,Maximum User Storage:,Mobile Payment:,Model without AMPS is also available (FCC ID:,None,Notifications:,OS:,Other features:,Other:,Peak brightness:,Phone functionality:,Projector:,ROM:,Radio:,Rear:,Resistance:,Resolution:,SIM type:,Screen mirroring:,Second camera:,Sensors:,Speakers:,Storage expansion:,Tablet dock:,Technology:,Third camera:,UMTS:,USB:,Unnamed: 0,Video playback:,Video recording:,VoLTE:,Warranty period:,Weight with the dock:,Weight:,Wi-Fi:,rating
,,,2.0,,,,,UMTS,,4.05 x 1.75 x 0.61 inches (103 x 44.5 x 15.5 mm),,,,,,"Numeric keypad, Soft keys",,,,Yes,"900, 1800, 1900 MHz",,,,,,,,,1.3 megapixels,,,,,None,"Music ringtones (MP3), Vibration, Phone profiles, Speakerphone",,Voice recording,Computer sync,,,,,,Single camera,,176 x 220 pixels,,,,,,,,TFT,,2100 MHz,USB 2.0,0,,Yes,,,,None,,8.6
,,,2.0,,,,,"UMTS, HSDPA 3.6 Mbit/s",,4.52 x 2.08 x 0.54 inches (115 x 53 x 13.8 mm),2.6 inches,,,,,"Numeric keypad, Soft keys",,LED,,Yes,"900, 1800, 1900 MHz",,,3.5mm,,,,,,3.2 megapixels,,,,,None,"Music ringtones (MP3), Vibration, Phone profiles, Speakerphone","Symbian (9.2), S60 3rd Edition, Feature Pack 1",Voice recording,Computer sync,,,,,FM,Single camera,,240 x 320 pixels,,,,,,,,TFT,,2100 MHz,USB 2.0,0,,Yes,,,,None,,9.0
,,,2.0,,,,,"UMTS, HSDPA 3.6 Mbit/s",,4.05 x 1.88 x 0.53 inches (103 x 48 x 13.5 mm),,,,,,"Numeric keypad, Soft keys",,,,Yes,"900, 1800, 1900 MHz",,,,,,,,,2 megapixels,,,,,None,"Music ringtones (MP3), Vibration, Phone profiles, Speakerphone",,"Voice dialing, Voice commands, Voice recording",Computer sync,,,,,,Single camera,,240 x 320 pixels,,,,,,,,TFT,,2100 MHz,USB 2.0,0,,Yes,,,,None,,5.2
,,,2.0,,,,,"UMTS, HSDPA 3.6 Mbit/s",,3.97 x 2.04 x 0.70 inches (101 x 52 x 17.8 mm),2.4 inches,,,,,"Numeric keypad, Soft keys",,Yes,,Yes,"900, 1800, 1900 MHz",,,3.5mm,,,,,,2 megapixels,,,,,None,"Music ringtones (MP3), Vibration, Phone profiles, Speakerphone","Symbian (9.2), S60 3rd Edition, Feature Pack 1","Voice dialing, Voice commands, Voice recording",Computer sync,,,,,"FM, RDS",Single camera,,240 x 320 pixels,,,,,,,,TFT,,2100 MHz,USB 2.0,0,,Yes,,,,None,,9.4
,,,,,,,,,,3.39 x 1.67 x 0.76 inches (86 x 42.5 x 19 mm),,,,,,"Numeric keypad, Soft keys",,,,,"850, 1900 MHz",,,,,,,,,0.3 megapixels VGA,,,,,None,"Polyphonic ringtones (16 voices), Vibration, Phone profiles, Speakerphone",,"Voice recording, TTY/TDD",,,,,,,Single camera,,128 x 160 pixels,,,,,,,,STN,,,,0,,,,,,None,,7.8
,,,2.0,,,,,UMTS,,3.70 x 1.50 x 0.66 inches (94 x 38 x 17 mm),,,,,,"Numeric keypad, Soft keys",,,,,"850, 900, 1800, 1900 MHz",,,,,,,,,1.3 megapixels,,,,,None,"Polyphonic ringtones (64 voices), Vibration, Phone profiles, Speakerphone",,Voice recording,,,,,,,Single camera,,176 x 220 pixels,,,,,,,,TFT,,1700/2100 MHz,Yes,0,,Yes,,,,None,,5.0
,,,2.0,,"800, 1900 MHz",,,,,3.82 x 1.18 x 0.83 inches (97 x 30 x 21 mm),1.4 inches,,,,,"Numeric keypad, Soft keys",,,,,,,,2.5mm,M3,,,,,0.3 megapixels VGA,,,,,None,"Music ringtones (MP3), Polyphonic ringtones (72 voices), Vibration, Phone profiles, Speakerphone",,"Voice dialing, Voice commands, Voice recording, TTY/TDD",,,,,,,Single camera,,128 x 220 pixels,,,,,,,,TFT,,,Yes,0,,,,,,None,,7.0
,,,2.0,,,,,,,3.54 x 1.80 x 0.70 inches (90 x 46 x 18 mm),,,,,,"Numeric keypad, Soft keys",,,,,"850, 900, 1800, 1900 MHz",,,,,,,,,1.3 megapixels,,,,,None,"Polyphonic ringtones (64 voices), Vibration, Phone profiles, Speakerphone",,"Voice dialing, Voice recording","Computer sync, SyncML",,,,,,Single camera,,128 x 160 pixels,,,,,,,,TFT,,,USB 2.0,0,,Yes,,,,None,,7.5
,,,1.2,,,,,,,3.85 x 1.76 x 0.59 inches (98 x 45 x 15 mm),,,,,,"Numeric keypad, Soft keys",,,,,"900, 1800, 1900 MHz",,,,,,,,,1.3 megapixels,,,,,None,"Polyphonic ringtones (40 voices), Vibration, Phone profiles, Speakerphone",,Voice recording,Computer sync,,,,,FM,Single camera,,128 x 160 pixels,,,,,,,,TFT,,,Yes,0,,Yes,,,,None,,7.4
,,,1.2,,"800, 1900 MHz",,,,,3.76 x 1.83 x 0.73 inches (95.5 x 46.5 x 18.5 mm),,,,,,"Numeric keypad, Music control keys, Soft keys",,Yes,,,,,,2.5mm,"M3, T3",,,,,3 megapixels,,,,,None,"Music ringtones (MP3), Polyphonic ringtones (72 voices), Vibration, Phone profiles, Speakerphone",,"Voice dialing, Voice commands, Voice recording, TTY/TDD",None,,,,,,Single camera,,240 x 320 pixels,,TV-out,,,,,,TFT,,,Yes,0,,Yes,,,,None,,7.8
,,,1.2,,"800, 1900 MHz",,,,,3.88 x 1.91 x 0.55 inches (98.5 x 48.5 x 14 mm),,,,,,"Numeric keypad, Soft keys",,,,,,,,2.5mm,M4,,,,,2 megapixels,,,,,None,"Polyphonic ringtones (72 voices), Vibration, Phone profiles, Speakerphone",,"Voice dialing, Voice commands, Voice recording, TTY/TDD",,,,,,,Single camera,,240 x 320 pixels,,,,,,,,TFT,,,Yes,0,,Yes,,,,None,,6.4
,,,2.0,,,,,,,3.90 x 1.94 x 0.56 inches (99.6 x 49.2 x 14.2 mm),,,,,,"Numeric keypad, Soft keys",,,,,"850, 1800, 1900 MHz",,,,,,,,,0.3 megapixels VGA,,,,,None,"Music ringtones (MP3), Polyphonic ringtones (40 voices), Vibration, Phone profiles, Speakerphone",,Voice recording,"Computer sync, SyncML",,,,,,Single camera,,128 x 160 pixels,,,,,,,,,,,Yes,0,,,,,,None,,7.1
,,,,,"800, 1900 MHz",,,,,4.13 x 1.61 x 0.41 inches (105 x 41 x 10.5 mm),1.5 inches,,,,,"Numeric keypad, Soft keys",,,,,,,,,,,,,,,,,,,None,"Music ringtones (MP3), Polyphonic ringtones (32 voices), Vibration, Phone profiles, Speakerphone",,"Voice dialing, Voice recording",,,,,,,,,128 x 128 pixels,,,,,,,,TFT,,,,0,,,,,,None,,5.2
,,,2.0,,"800, 1900 MHz",,,,,3.48 x 1.81 x 0.77 inches (88.4 x 46 x 19.5 mm),,,,,,"Numeric keypad, Soft keys",,,,,,,,,"M3, T3",,,,,0.3 megapixels VGA,,,,,None,"Polyphonic ringtones, Vibration, Phone profiles, Speakerphone",,"Voice dialing, Voice commands, Voice recording, TTY/TDD",,,,,,,Single camera,,128 x 160 pixels,,,,,,,,TFT,,,,0,,,,,,None,,6.4
,,,2.0,,,,,,,3.74 x 2.32 x 0.62 inches (95 x 59 x 16 mm),2.0 inches,,,,,"Full keyboard, Soft keys",,,,Yes,"900, 1800, 1900 MHz",,,,,,,,,2 megapixels,,,,,None,"Music ringtones (MP3), Vibration, Phone profiles, Speakerphone",Windows Mobile Standard (6.0),"Voice dialing, Voice commands, Voice recording","Computer sync, SyncML",,,,,,Single camera,,240 x 320 pixels,,,,,,,,TFT,,2100 MHz,Yes,0,,Yes,,,,None,,7.0
,,,"2.0, EDR",,,,,,,3.97 x 1.85 x 0.58 inches (101 x 47.8 x 14.9 mm),2.2 inches,,,,,"Numeric keypad, Soft keys",,LED,,,"850, 900, 1800, 1900 MHz",,,,,,,,,5 megapixels,,,,,None,"Music ringtones (MP3), Polyphonic ringtones (64 voices), Vibration, Phone profiles, Speakerphone",,Voice recording,SyncML,,,,,FM,Single camera,,240 x 320 pixels,,TV-out,,,,,,TFT,,,USB 2.0,0,,640x480 (VGA) (15 fps),,,,None,,8.5
,,,2.0,,"800, 1900 MHz",,,,,3.90 x 1.90 x 0.57 inches (99 x 48 x 14.5 mm),2.0 inches,,,,,"Numeric keypad, Soft keys",,,,,,,,,,,,,,1.3 megapixels,,,,,None,"Polyphonic ringtones (64 voices), Vibration, Phone profiles, Speakerphone",,"Voice dialing, Voice commands, Voice recording",,,,,,,Single camera,,128 x 160 pixels,,,,,,,,TFT,,,,0,,,,,,None,,5.6
,,,"2.0, EDR",,"800, 1900 MHz",,,,,4.49 x 2.28 x 0.76 inches (114 x 57.9 x 19 mm),2.8 inches,,,,,"Full keyboard, Numeric keypad, Soft keys, Stylus",,Yes,,,,,,2.5mm,,,,,,1.3 megapixels,,,,,None,"Polyphonic ringtones, Vibration, Phone profiles, Speakerphone",Windows Mobile Professional (6.0),"Voice dialing, Voice commands, Voice recording, TTY/TDD",Computer sync,,,,128 MB,,Single camera,,240 x 320 pixels,,,,,,,,TFT,,,Yes,0,,Yes,,,,None,"802.11 b, g",8.1
,,,"2.0, EDR",,"800, 1900 MHz",,,,,4.06 x 2.04 x 0.45 inches (103 x 52 x 11.5 mm),2.3 inches,,,,,"Numeric keypad, Soft keys",,,,,,,,,,,,,,3 megapixels,,,,,None,"Music ringtones (MP3), Vibration, Speakerphone",,"Voice dialing, Voice commands, Voice recording",,,,,,,Single camera,,240 x 320 pixels,,,,,,,,TFT,,,Yes,0,,Yes,,,,None,,8.4
,,,2.0,,,,,,,3.54 x 1.29 x 0.78 inches (90 x 33 x 20 mm),1.5 inches,,,,,"Numeric keypad, Soft keys",,,,,"900, 1800, 1900 MHz",,,,,,,,,,,,,,None,"Music ringtones (MP3), Polyphonic ringtones (64 voices), Vibration, Speakerphone",,Voice recording,SyncML,,,,,"FM, RDS",,,128 x 220 pixels,,,,,,,,TFT,,,USB 2.0,0,,,,,,None,,6.6
,,,"2.0, EDR",,,,,,,4.16 x 2.04 x 0.50 inches (106 x 52 x 12.7 mm),,,,,,"Half QWERTY, Soft keys",,,,,"850, 900, 1800, 1900 MHz",,,,,,,,,1.3 megapixels,,,,,None,"Polyphonic ringtones (64 voices), Vibration, Phone profiles, Speakerphone",,"Voice dialing, Voice commands, Voice recording","Computer sync, SyncML",,,,,,Single camera,,176 x 220 pixels,,,,,,,,TFT,,,Yes,0,,220x176,,,,None,,7.7
,,,,,,,,,,3.39 x 1.67 x 0.76 inches (86 x 42.5 x 19.5 mm),,,,,,"Numeric keypad, Soft keys",,,,,"850, 1900 MHz",,,,,,,,,,,,,,None,"Polyphonic ringtones (16 voices), Vibration, Phone profiles, Speakerphone",,,,,,,,,,,128 x 160 pixels,,,,,,,,STN,,,,0,,,,,,None,,7.6
,,,1.2,,"800, 1900 MHz",,,,,4.01 x 2.04 x 0.50 inches (102 x 52 x 13 mm),,,,,,"Numeric keypad, Soft keys",,,,,,,,2.5mm,,,,,,1.3 megapixels,,,,,None,"Polyphonic ringtones (72 voices), Vibration, Phone profiles, Speakerphone",,"Voice dialing, Voice recording, TTY/TDD",,,,,,,Single camera,,176 x 220 pixels,,,,,,,,TFT,,,Yes,0,,Yes,,,,None,,6.1
,,,2.0,,,,,,,3.44 x 2.14 x 0.41 inches (87.5 x 54.5 x 10.5 mm),,,,,,,,Yes,,,"900, 1800, 1900 MHz",,,,,,,,,3.2 megapixels,,,,,None,"Music ringtones (MP3), Polyphonic ringtones (64 voices), Vibration, Speakerphone",,Voice recording,Computer sync,,,,,,Single camera,,240 x 320 pixels,,,,,,,,TFT,,,Yes,0,,352x288 (CIF),,,,None,,8.2
,,,2.0,,"800, 1900 MHz",,,,,3.72 x 1.95 x 0.65 inches (94.5 x 49.5 x 16.5 mm),2.1 inches,,,,,"Numeric keypad, Interchangeable covers, Soft keys",,,,,,,,,,,,,,1.3 megapixels,,,,,None,"Polyphonic ringtones, Vibration, Phone profiles, Speakerphone",,"Voice dialing, Voice commands, Voice recording, TTY/TDD",,,,,,,Single camera,,176 x 220 pixels,,,,,,,,TFT,,,Yes,0,,Yes,,,,None,,7.4
,,,2.0,,,,,,,3.81 x 1.81 x 0.66 inches (97 x 46 x 16.8 mm),2.0 inches,,,,,"Numeric keypad, Soft keys",,,,,"900, 1800, 1900 MHz",,,,,,,,,2 megapixels,,,,,None,"Music ringtones (MP3), Polyphonic ringtones (64 voices), Vibration, Phone profiles, Speakerphone",,Voice recording,Computer sync,,,,,FM,Single camera,,176 x 220 pixels,,,,,,,,TFT,,,Yes,0,,Yes,,,,None,,8.0
,,,2.0,,,,,,,3.74 x 1.89 x 0.63 inches (95 x 48 x 16 mm),,,,,,"Numeric keypad, Soft keys",,,,,"850, 900, 1800, 1900 MHz",,,,,,,,,0.3 megapixels VGA,,,,,None,"Music ringtones (MP3), Polyphonic ringtones (64 voices), Vibration, Phone profiles, Speakerphone",,"Voice recording, TTY/TDD",,,,,,,Single camera,,128 x 160 pixels,,,,,,,,TFT,,,,0,,,,,,None,,5.4
,,,,,,,,,,4.07 x 1.73 x 0.61 inches (103.5 x 44 x 15.5 mm),,,,,,"Numeric keypad, D-Pad, Soft keys",,,,,"900, 1800 MHz",,,,,,,,,,,,,,None,"Polyphonic ringtones (16 voices), Vibration, Speakerphone",,,,,,,,FM,,,128 x 128 pixels,,,,,,,,STN,,,,0,,,,,,None,,10.0
,,,,,,,,,,3.62 x 1.81 x 0.58 inches (92 x 46 x 14.9 mm),,,,,,"Numeric keypad, Soft keys",,,,,"900, 1800, 1900 MHz",,,,,,,,,0.3 megapixels VGA,,,,,None,"Music ringtones (MP3), Polyphonic ringtones (40 voices), Vibration",,Voice recording,"Computer sync, SyncML",,,,,FM,Single camera,,126 x 160 pixels,,,,,,,,TFT,,,,0,,,,,,None,,5.2
,,,2.0,,,,,,,3.89 x 1.77 x 0.68 inches (99 x 45 x 17.3 mm),,,,,,"Numeric keypad, Soft keys",,,,,"900, 1800, 1900 MHz",,,,,,,,,0.3 megapixels VGA,,,,,None,"Polyphonic ringtones (64 voices), Vibration, Speakerphone",,Voice recording,Computer sync,,,,,FM,Single camera,,128 x 160 pixels,,,,,,,,STN,,,USB 1.1,0,,Yes,,,,None,,6.6
,,,2.0,,,,,,,3.50 x 1.85 x 0.77 inches (89 x 47 x 19.5 mm),,,,,,"Numeric keypad, Soft keys",,,,,"850, 1800, 1900 MHz",,,,,,,,,1.3 megapixels,,,,,None,"Polyphonic ringtones, Vibration, Phone profiles, Speakerphone",,Voice recording,"UMA (Wi-Fi Calling), Computer sync",,,,,,Single camera,,128 x 160 pixels,,,,,,,,TFT,,,Yes,0,,,,,,None,"802.11 a, b",6.6
,,,"2.0, EDR",,,,,,,4.50 x 1.98 x 0.35 inches (114 x 50 x 9 mm),,,,,,"Numeric keypad, Soft keys",,,,,"850, 900, 1800, 1900 MHz",,,,,,,,,1.3 megapixels,,,,,None,"Music ringtones (MP3), Polyphonic ringtones (64 voices), Vibration, Phone profiles, Speakerphone",,"Voice recording, TTY/TDD",Computer sync,,,,,,Single camera,,220 x 176 pixels,,,,,,,,TFT,,"850, 1900 MHz",Yes,0,,Yes,,,,None,,8.0
,,,"2.0, EDR",,,,,,,4.10 x 2.12 x 0.50 inches (104 x 54 x 12.7 mm),,,,,,"Numeric keypad, Soft keys",,,,,"850, 900, 1800, 1900 MHz",,,,,,,,,2 megapixels,,,,,None,"Music ringtones (MP3), Polyphonic ringtones (64 voices), Vibration, Phone profiles, Speakerphone",,"Voice recording, TTY/TDD",Computer sync,,,,,,Single camera,,240 x 320 pixels,,,,,,,,TFT,,"850, 1900 MHz",Yes,0,,Yes,,,,None,,7.8
,,,2.0,,,,,,,3.99 x 2.06 x 0.41 inches (101.5 x 52.5 x 10.6 mm),2.2 inches,,,,,"Numeric keypad, Soft keys",,,,,"850, 900, 1800, 1900 MHz",,,,,,,,,2 megapixels,,,,,None,"Music ringtones (MP3), Polyphonic ringtones (64 voices), Vibration, Phone profiles, Speakerphone",,Voice recording,,,,,,FM,Single camera,,240 x 320 pixels,,,,,,,,TFT,,,Yes,0,,Yes,,,,None,,8.2
,,,Yes,,"800, 1900 MHz",,,,,3.60 x 1.90 x 0.70 inches (91.5 x 48 x 18 mm),,,,,,"Numeric keypad, Soft keys",,,,,,,,,,,,,,0.3 megapixels VGA,,,,,None,"Polyphonic ringtones (32 voices), Vibration, Phone profiles, Speakerphone",,"Voice dialing, Voice recording, TTY/TDD",,,,,32 MB,,Single camera,,128 x 160 pixels,,,,,,,,TFT,,,,0,,,,,,None,,6.3
,,,"2.0, EDR",,,,,,,3.88 x 2.03 x 0.69 inches (98.5 x 51.5 x 17.5 mm),,,,,,"Numeric keypad, Soft keys",,,,Yes,"850, 900, 1800, 1900 MHz",,,,,,,,,2 megapixels,,,,,None,"Polyphonic ringtones, Vibration, Phone profiles, Speakerphone",,Voice recording,,,,,,,Single camera,,240 x 320 pixels,,,,,,,,TFT,,"850, 1900 MHz",Yes,0,,Yes,,,,None,,8.9
,,,2.0,,"800, 1900 MHz",,,,,3.74 x 2.00 x 0.64 inches (95 x 51 x 16 mm),2.1 inches,,,,,"Numeric keypad, Soft keys",,,,,,,,,,,,,,1.3 megapixels,,,,,None,"Polyphonic ringtones (72 voices), Vibration, Phone profiles, Speakerphone",,"Voice dialing (Speaker independent), Voice commands, Voice recording, TTY/TDD",,,,,,,Single camera,,176 x 220 pixels,,,,,,,,TFT,,,Yes,0,,Yes,,,,None,,7.7
,,,,,,,,,,4.09 x 1.69 x 0.58 inches (104 x 43 x 14.8 mm),,,,,,Soft keys,,,,,"900, 1800 MHz",,,,,,,,,,,,,,None,"Polyphonic ringtones (16 voices), Vibration, Phone profiles",,Voice recording,Computer sync,,,,,FM,,,128 x 128 pixels,,,,,,,,,,,Yes,0,,,,,,None,,3.3
,,,"2.0, EDR",,,,,,,3.91 x 1.96 x 0.55 inches (99.5 x 50 x 14 mm),,,,,,"Numeric keypad, Soft keys",,,,,"850, 1800, 1900 MHz",,,,,,,,,0.3 megapixels VGA,,,,,None,"Music ringtones (MP3), Polyphonic ringtones (64 voices), Vibration, Phone profiles, Speakerphone",,Voice recording,,,,,,FM,Single camera,,128 x 160 pixels,,,,,,,,TFT,,,Yes,0,,Yes,,,,None,,7.1
,,,1.2,,,,,,,3.85 x 1.77 x 0.59 inches (98 x 45 x 15 mm),,,,,,"Numeric keypad, Soft keys",,,,,"900, 1800, 1900 MHz",,,,,,,,,1.3 megapixels,,,,,None,"Polyphonic ringtones (40 voices), Vibration, Phone profiles, Speakerphone",,Voice recording,SyncML,,,,,FM,Single camera,,120 x 160 pixels,,,,,,,,TFT,,,Yes,0,,Yes,,,,None,,9.1
,,,1.1,,"800, 1900 MHz",,,,,4.45 x 1.97 x 0.33 inches (113 x 50 x 8.4 mm),,,,,,"Numeric keypad, Soft keys",,,,,,,,,,,,,,1.3 megapixels,,,,,None,"Polyphonic ringtones (32 voices), Vibration, Phone profiles, Speakerphone",,"Voice dialing, Voice commands, Voice recording, TTY/TDD",,,,,,,Single camera,,220 x 176 pixels,,,,,,,,TFT,,,Yes,0,,Yes,,,,None,,5.9
,,,2.0,,,,,,,4.07 x 2.00 x 0.50 inches (103.5 x 51 x 12.9 mm),2.1 inches,,,,,"Numeric keypad, Soft keys",,Yes,,,"850, 900, 1800, 1900 MHz",,,,,,,,,3 megapixels,,,,,None,"Music ringtones (MP3), Polyphonic ringtones (64 voices), Vibration, Phone profiles, Speakerphone",,Voice recording,"Computer sync, SyncML",,,,,"FM, Stereo",Single camera,,240 x 320 pixels,,TV-out,,,,,,TFT,,,Yes,0,,Yes,,,,None,,8.1
,,,2.0,,"800, 1900 MHz",,,,,4.07 x 1.73 x 0.37 inches (103 x 44 x 9.4 mm),2.1 inches,,,,,"Numeric keypad, Soft keys",,,,,,,,,,,,,,1.3 megapixels,,,,,None,"Music ringtones (MP3), Vibration, Phone profiles, Speakerphone",,"Voice dialing, Voice recording",,,,,,,Single camera,,176 x 220 pixels,,,,,,,,TFT,,,Yes,0,,Yes,,,,None,,7.0
,,,1.1,,"800, 1900 MHz",,,,,3.88 x 2.01 x 0.66 inches (98.5 x 51 x 17 mm),2.1 inches,,,,,"Numeric keypad, Soft keys",,,,,,,,2.5mm,"M4, T4",,,,,1.3 megapixels,,,,,None,"Polyphonic ringtones (72 voices), Vibration, Phone profiles, Speakerphone",,"Voice dialing, Voice commands, Voice recording, TTY/TDD",,,,,,,Single camera,,176 x 220 pixels,,,,,,,,TFT,,,Yes,0,,Yes,,,,None,,7.6
,,,2.0,,,,,,,4.25 x 1.77 x 0.38 inches (108 x 45 x 9.9 mm),,,,,,"Numeric keypad, Soft keys",,,,,"900, 1800, 1900 MHz",,,,,,,,,1.3 megapixels,,,,,None,"Polyphonic ringtones (40 voices), Vibration, Phone profiles, Speakerphone",,Voice recording,"Computer sync, SyncML",,,,,"FM, Stereo",Swivel,,176 x 220 pixels,,,,,,,,TFT,,,Yes,0,,Yes,,,,None,,6.4
,,,2.0,,,,,,,3.70 x 1.65 x 0.53 inches (94 x 42 x 13.5 mm),1.8 inches,,,,,"Numeric keypad, Soft keys",,,,,"900, 1800, 1900 MHz",,,,,,,,,3 megapixels,,,,,None,"Music ringtones (MP3), Vibration, Phone profiles, Speakerphone",,Voice recording,,,,,,FM,Single camera,,220 x 220 pixels,,,,,,,,TFT,,,Yes,0,,Yes,,,,None,,9.0
,,,2.0,,,,,,,4.29 x 2.28 x 0.53 inches (109 x 58 x 13.5 mm),,,,,,"Numeric keypad, Stylus, Soft keys",,Yes,,,"850, 900, 1800, 1900 MHz",,,,,,,,,2 megapixels,,,,,None,"Music ringtones (MP3), Polyphonic ringtones (40 voices), Vibration, Phone profiles, Speakerphone",Windows Mobile Professional (5.0),Voice recording,Computer sync,,,,,,Single camera,,240 x 320 pixels,,TV-out,,,,,,TFT,,,Yes,0,,320x240 (QVGA),,,,None,,7.1
,,,,,,,,,,3.46 x 1.77 x 0.78 inches (88 x 45 x 20 mm),,,,,,"Numeric keypad, Soft keys",,,,,"850, 1800, 1900 MHz",,,,,,,,,,,,,,None,"Polyphonic ringtones (64 voices), Vibration, Phone profiles, Speakerphone",,Voice recording,"Computer sync, SyncML",,,,,,,,128 x 160 pixels,,,,,,,,STN,,,Yes,0,,,,,,None,,8.1
,,,2.0,,,,,,,4.48 x 2.32 x 0.46 inches (113 x 59 x 11.8 mm),,,,,,"Full keyboard, Soft keys",,,,Yes,"900, 1800, 1900 MHz",,,,,,,,,1.3 megapixels,,,,,None,"Music ringtones (MP3), Polyphonic ringtones (40 voices), Vibration, Phone profiles, Speakerphone",Windows Mobile Standard (5.0),"Voice dialing, Voice commands, Voice recording",Computer sync,,,,128 MB,,Single camera,,320 x 240 pixels,,,,,,,,TFT,,2100 MHz,USB 1.1,0,,Yes,,,,None,"802.11 b, g",9.4
,,,2.0,,"800, 1900 MHz",,,,,3.60 x 1.80 x 0.63 inches (91.4 x 46 x 16 mm),2.1 inches,,,,,"Numeric keypad, Soft keys",,Yes,,,,,,,,,,,,1.3 megapixels,,,,,None,"Polyphonic ringtones, Vibration, Phone profiles, Speakerphone",,Voice recording,,,,,,,Single camera,,240 x 320 pixels,,,,,,,,TFT,,,Yes,0,,Yes,,,,None,,5.4
,,,1.2,,,,,,,3.30 x 1.70 x 0.94 inches (84 x 43 x 24 mm),1.8 inches,,,,,"Numeric keypad, Soft keys",,,,,"850, 1800, 1900 MHz",,,,,,,,,0.3 megapixels VGA,,,,,None,"Polyphonic ringtones, Vibration, Phone profiles, Speakerphone",,Voice recording,SyncML,,,,,,Single camera,,128 x 160 pixels,,,,,,,,TFT,,,Yes,0,,,,,,None,,5.6
,,,2.0,,,,,,,4.06 x 1.94 x 0.42 inches (103.2 x 49.3 x 10.9 mm),2.2 inches,,,,,"Numeric keypad, Soft keys",,Yes,,,"850, 900, 1800, 1900 MHz",,,,,,,,,3.2 megapixels,,,,,None,"Music ringtones (MP3), Polyphonic ringtones (64 voices), Vibration, Phone profiles, Speakerphone",,Voice recording,Computer sync,,,,,FM,Single camera,,240 x 320 pixels,,TV-out,,,,,,TFT,,,Yes,0,,Yes,,,,None,,7.3
,,,"2.0, EDR",,,,,"UMTS, HSDPA 3.6 Mbit/s",,4.03 x 1.96 x 0.47 inches (102.5 x 50 x 12.1 mm),,,,,,"Numeric keypad, Soft keys",,Yes,,Yes,"900, 1800, 1900 MHz",,,,,,,,,3.2 megapixels,,,,,None,"Music ringtones (MP3), Vibration, Phone profiles, Speakerphone",,Voice recording,SyncML,,,,,,Single camera,,240 x 320 pixels,,,,,,,,TFT,,2100 MHz,USB 2.0,0,,Yes,,,,None,,7.0
,,,"2.0, EDR",,,,,,,3.93 x 2.00 x 0.37 inches (100 x 51 x 9.6 mm),,,,,,"Numeric keypad, Soft keys",,,,,"900, 1800, 1900 MHz",,,,,,,,,3 megapixels,,,,,None,"Music ringtones (MP3), Polyphonic ringtones (64 voices), Vibration, Phone profiles, Speakerphone",,Voice recording,,,,,,,Single camera,,240 x 320 pixels,,,,,,,,TFT,,,USB 2.0,0,,Yes,,,,None,,4.0
,,,"2.0, EDR",,,,,,,4.15 x 1.96 x 0.23 inches (105.5 x 50 x 5.9 mm),1.9 inches,,,,,"Numeric keypad, Soft keys",,,,,"850, 1800, 1900 MHz",,,,,,,,,3 megapixels,,,,,None,"Polyphonic ringtones (64 voices), Vibration, Phone profiles, Speakerphone",,Voice recording,,,,,,,Single camera,,220 x 176 pixels,,,,,,,,TFT,,,USB 2.0,0,,Yes,,,,None,,6.3
,,,2.0,,,,,,,4.58 x 1.98 x 0.43 inches (116.4 x 50.4 x 11 mm),2.4 inches,,,,,"Numeric keypad, Soft keys",,,,,"900, 1800, 1900 MHz",,,,,,,,,2 megapixels,,,,,None,"Music ringtones (MP3), Vibration, Phone profiles, Speakerphone",,Voice recording,SyncML,,,,,,Single camera,,240 x 320 pixels,,TV-out,,,,,,TFT,,2100 MHz,USB 2.0,0,,Yes,,,,None,,7.8
,,,2.0,,,,,"UMTS, HSDPA 3.6 Mbit/s",,4.46 x 2.22 x 0.66 inches (113.4 x 56.6 x 16.8 mm),3.2 inches,,,,,Full keyboard,,Yes,,,"900, 1800, 1900 MHz",,,3.5mm,,,,,,3 megapixels,,,,,None,"Music ringtones (MP3), Vibration, Phone profiles, Speakerphone",,Voice recording,Computer sync,,,,,,Single camera,,240 x 432 pixels,,,,,,,,TFT,,2100 MHz,Yes,0,,Yes,,,,None,,6.6
,,,2.0,,,,,,,3.89 x 1.92 x 0.57 inches (99 x 49 x 14.6 mm),,,,,,Soft keys,,,,,"900, 1800, 1900 MHz",,,,,,,,,1.3 megapixels,,,,,None,"Music ringtones (MP3), Polyphonic ringtones (64 voices), Vibration, Phone profiles, Speakerphone",,Voice recording,Computer sync,,,,,,Single camera,,240 x 320 pixels,,TV-out,,,,,,TFT,,,Yes,0,,352x288 (CIF),,,,None,,9.8
